Title,Date Viewed,Year Released,Genres,Keywords,Duration,Type,Maturity Rating
Hunter X Hunter (2011): Season 3: Ally x and x Sword,4/9/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Pursuit x and x Analysis,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Very x Sharp x Eye,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Condition x and x Condition,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Chasing x and x Waiting,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Restraint x and x Vow,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Buildup x to a x Fierce Battle,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: A x Shocking x Tragedy,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Defend x and x Attack,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Gathering x of x Heroes,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Nen x Users x Unite?,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 3: Wish x and x Promise,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Reply x from x Dad,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Ging x and x Gon,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: A Big Debt x and x a Small Kick,4/8/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: The x True x Pass,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Power x to x Avenge,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: An x Empty x Threat,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: A x Surprising x Win,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Destiny x and x Tenacity,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Fierce x and x Ferocious,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Awakening x and x Potential,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Nen x and x Nen,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 2: Arrival x at x the Arena,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 1: Then x and x After,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 1: Can't See x if x You're Blind,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 1: The x Zoldyck x Family,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 1: The x Guard's x Duty,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Hunter X Hunter (2011): Season 1: A x Dangerous x Watchdog,4/7/20,2011,Shounen Anime,Exciting,23,TV Series,TV-14
Avatar: The Last Airbender: Book 2: The Swamp,4/7/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 2: Return to Omashu,4/6/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 2: The Cave of Two Lovers,4/5/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 2: The Avatar State,4/5/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The Siege of the North: Part 2,4/4/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The Siege of the North: Part 1,4/4/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The Waterbending Master,4/4/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: Bato of the Water Tribe,4/2/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: Imprisoned,3/31/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The King of Omashu,2/12/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The Warriors of Kyoshi,2/12/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The Southern Air Temple,2/11/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
Avatar: The Last Airbender: Book 1: The Avatar Returns,2/11/20,2005,TV Cartoons,Exciting,23,TV Series,TV-Y7
"The Mind, Explained: Season 1: Psychedelics",2/10/20,2019,Social & Cultural Docs,Investigative,19,Docuseries,TV-14
"The Mind, Explained: Season 1: Anxiety",9/27/19,2019,Social & Cultural Docs,Investigative,19,Docuseries,TV-14
"The Mind, Explained: Season 1: Memory",9/27/19,2019,Social & Cultural Docs,Investigative,19,Docuseries,TV-14
Stranger Things: Stranger Things 3: Chapter Seven: The Bite,9/15/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum,7/31/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy?",7/31/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test,7/21/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard,7/13/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats,7/13/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Stranger Things: Stranger Things 3: Chapter Eight: The Battle of Starcourt,7/11/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Stranger Things: Stranger Things 3: Chapter Five: The Flayed,7/7/19,2016,Sci-Fi,Ominous,50,TV Series,TV-14
Riverdale: Season 2: Chapter Thirty-Five: Brave New World,9/17/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Thirty-Four: Judgment Night,8/12/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Thirty-Three: Shadow of a Doubt,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Thirty-Two: Prisoners,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Thirty-One: A Night to Remember,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Thirty: The Noose Tightens,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Twenty-Nine: Primary Colors,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Twenty-Seven: The Hills Have Eyes,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart,8/11/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Twenty-Five: The Wicked and the Divine,8/10/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 2: Chapter Twenty-Four: The Wrestler,8/9/18,2017,Mystery,Dark,40,TV Series,TV-14
Riverdale: Season 1: Chapter Three: Body Double,8/9/18,2017,Mystery,Dark,40,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Nine: The Gate,8/6/18,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Eight: The Mind Flayer,11/29/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Seven: The Lost Sister,11/29/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Six: The Spy,11/28/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Five: Dig Dug,11/28/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Four: Will the Wise,11/27/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter Three: The Pollywog,11/25/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
"Stranger Things: Stranger Things 2: Chapter Two: Trick or Treat, Freak",11/25/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Stranger Things 2: Chapter One: MADMAX,11/23/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Chapter Eight: The Upside Down,11/23/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Chapter Seven: The Bathtub,11/22/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Chapter Six: The Monster,11/22/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Chapter Five: The Flea and the Acrobat,11/22/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Chapter Four: The Body,11/22/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
"Stranger Things: Chapter Three: Holly, Jolly",11/21/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
Stranger Things: Chapter Two: The Weirdo on Maple Street,11/21/17,2016,Sci-Fi,Ominous,45,TV Series,TV-14
